Language,Text,Cleaned_Text
Kikuyu,Zaozhuangcity irĩa nene yaChina.,zaozhuangcity irĩa nene yachina
Sheng,Huyu boy ana-dai kwa keja.,huyu boy anadai kwa keja
Sheng,Ma-dem ina-lapa downtown.,madem inalapa downtown
Sheng,Karao ame-omoka kwa matha.,karao ameomoka kwa matha
Sheng,Huyu boy tuna-chill mashinani.,huyu boy tunachill mashinani
Swahili,Johnson encouraged kennedy kukimbia na kuahidi kufanya chochote yeye kumsaidia .,johnson encouraged kennedy kukimbia na kuahidi kufanya chochote yeye kumsaidia
English,My wife loves the case. So far its been great she has had it for a while now and there is no pealing or cracking. Also it has been dropped a few times and the phone is undamaged.,my wife loves the case so far its been great she has had it for a while now and there is no pealing or cracking also it has been dropped a few times and the phone is undamaged
Kikuyu,Kamagĩra cikoragwo macũainĩ mĩromo-inĩ ya mariia.,kamagĩra cikoragwo macũainĩ mĩromoinĩ ya mariia
Sheng,Mbogi ame-omoka base.,mbogi ameomoka base
English,"If I could give less than one star, I would. The cot broke after one use. A boy weighing no more than 135 sat on it and the cot broke. Do not purchase.",if i could give less than one star i would the cot broke after one use a boy weighing no more than 135 sat on it and the cot broke do not purchase
English,The package was broken when it arrived. It may have happened during shipping. This is the first time I tasted goji berries so I’m not sure if mines are to dried out because of the package or it that’s the way they are suppose to be. I do like the flavor of the berries that are a bit softer.,the package was broken when it arrived it may have happened during shipping this is the first time i tasted goji berries so im not sure if mines are to dried out because of the package or it thats the way they are suppose to be i do like the flavor of the berries that are a bit softer
Swahili,Um-hum wao kweli .,umhum wao kweli
Kikuyu,Dongyingcity irĩa nene yaChina.,dongyingcity irĩa nene yachina
Kikuyu,"""(Kombora Palestina) rĩrĩa mũtungata ũmwe wa mbirarũ cia runye (secret service) amorotaga na mũcinga na angĩ erĩ makĩgeria kũniina mwaki ũcio.",kombora palestina rĩrĩa mũtungata ũmwe wa mbirarũ cia runye secret service amorotaga na mũcinga na angĩ erĩ makĩgeria kũniina mwaki ũcio
Sheng,Huyu boy ana-zusha chuom.,huyu boy anazusha chuom
Kikuyu,Nĩ Bururi wĩ ũtonga muigi wa madini na Nĩgwo mĩthiu na mbere mũno Abirika yothe kĩ thayathi ucumi na tekinorojĩ.,nĩ bururi wĩ ũtonga muigi wa madini na nĩgwo mĩthiu na mbere mũno abirika yothe kĩ thayathi ucumi na tekinorojĩ
Swahili,Hiyo inaweza kufanya kazi katika baadhi ya maeneo,hiyo inaweza kufanya kazi katika baadhi ya maeneo
Kikuyu,"Thutha wa kahinda kanini, arĩ na mĩaka ĩnana, nĩ aanyitanire na ariũ a nyina kĩrathi-inĩ kĩa Ihithe[6]",thutha wa kahinda kanini arĩ na mĩaka ĩnana nĩ aanyitanire na ariũ a nyina kĩrathiinĩ kĩa ihithe6
English,"I love these, but 3 out of the 6 arrived with dead batteries. I don't want to return them. Is there a way to just get new batteries?",i love these but 3 out of the 6 arrived with dead batteries i dont want to return them is there a way to just get new batteries
Kikuyu,matereko ma njũranio cia ngũngũĩro nĩ irĩ nganya ya kĩnyi na ciiyũkagio na mwĩhoko nĩ amũnjarano ciumbũke iria ingĩrũnda marĩca macio matirĩri.,matereko ma njũranio cia ngũngũĩro nĩ irĩ nganya ya kĩnyi na ciiyũkagio na mwĩhoko nĩ amũnjarano ciumbũke iria ingĩrũnda marĩca macio matirĩri
Sheng,Rasta ana-dai area.,rasta anadai area
Swahili,"Sio tu kwani uhuru zaidi ya historia au mwanajeshi yeyote kwani kwa kuunda cnn , faksi , na barua pepe , lakini zaidi , nadharia ya einstein ya uhusianifu supply njia ya relativism mpya katika maadili , sanaa na siasa , playlist james joyce , pablo picasso , igwe stravinsky , na wengine",sio tu kwani uhuru zaidi ya historia au mwanajeshi yeyote kwani kwa kuunda cnn faksi na barua pepe lakini zaidi nadharia ya einstein ya uhusianifu supply njia ya relativism mpya katika maadili sanaa na siasa playlist james joyce pablo picasso igwe stravinsky na wengine
Sheng,Mbogi ame-omoka kwa matha.,mbogi ameomoka kwa matha
Kikuyu,City ya Shoʻrchi irĩ igũrũ mũno ta 491 m.,city ya shoʻrchi irĩ igũrũ mũno ta 491 m
Swahili,' kamwe underestimate adui yako. madume ',kamwe underestimate adui yako madume
Sheng,Mbogi ana-zusha kwa matha.,mbogi anazusha kwa matha
Swahili,Oh that ' s sort of the way we know do it or at least kwa baadhi ya hizo vitu kubwa au labda moja ya vifaa mapumziko unajua na lazima go kitu kipya kisha sisi hiyo fertiliser kidogo ndani ya hapo,oh that s sort of the way we know do it or at least kwa baadhi ya hizo vitu kubwa au labda moja ya vifaa mapumziko unajua na lazima go kitu kipya kisha sisi hiyo fertiliser kidogo ndani ya hapo
Kikuyu,To‘rtko‘lcity irĩa nene yaUzbekistan.,tortkolcity irĩa nene yauzbekistan
Swahili,"Ina wafanyakazi wa takribani wafanyakazi 100 , ikiwa ni pamoja na wanasheria na wafanyakazi wa kuunga mkono , katika ofisi za tawi 10",ina wafanyakazi wa takribani wafanyakazi 100 ikiwa ni pamoja na wanasheria na wafanyakazi wa kuunga mkono katika ofisi za tawi 10
Kikuyu,"kiugo ""kĩũga"" kĩorotaga mũmbĩre wa mwĩrĩ, 'kũũgũka' nĩ gũtũma mũũmbo wũmbũkane; 'mũũgũkano' nĩgĩkengokĩa tabarĩra ĩcio.",kiugo kĩũga kĩorotaga mũmbĩre wa mwĩrĩ kũũgũka nĩ gũtũma mũũmbo wũmbũkane mũũgũkano nĩgĩkengokĩa tabarĩra ĩcio
English,"Product failed after two uses. Successfully pumped ~30 gallons used, warm, thin hydraulic fluid from drain tub 30 feet to collection tank during heavy equipment service using 1"" hose. Overheated and failed next service attempting to do the same with 50 degree used 30W oil. Also, the hose barbs are screwy sizes for US hose IDs and leaked because of that. Not a quality product.",product failed after two uses successfully pumped 30 gallons used warm thin hydraulic fluid from drain tub 30 feet to collection tank during heavy equipment service using 1 hose overheated and failed next service attempting to do the same with 50 degree used 30w oil also the hose barbs are screwy sizes for us hose ids and leaked because of that not a quality product
Swahili,Hii wange vyama vyote kwa ajili ya kujifunza kuhusu kila mmoja .,hii wange vyama vyote kwa ajili ya kujifunza kuhusu kila mmoja
Sheng,Manzi wame-kam mtaa.,manzi wamekam mtaa
Sheng,Arif ana-dai area.,arif anadai area
Kikuyu,"Rĩrĩa acinĩkaga, Bushnell nĩ akayaga ""Free Palestine!",rĩrĩa acinĩkaga bushnell nĩ akayaga free palestine
Swahili,"Data ni wakati ni ( 1 ) complete ( wao vipengee vyote vya data na rekodi zinazohitajika kwa ushiriki ) 2 na ( 2 ) sahihi ( wao data ingia kwenye chanzo au , iwapo inapatikana , kwenye nyaraka za chanzo ) kabisaa .",data ni wakati ni 1 complete wao vipengee vyote vya data na rekodi zinazohitajika kwa ushiriki 2 na 2 sahihi wao data ingia kwenye chanzo au iwapo inapatikana kwenye nyaraka za chanzo kabisaa
Sheng,Rasta ana-zusha base.,rasta anazusha base
Kikuyu,Mundu ungikorwo na undu wa kwongerera haha ndakaigwe e muhingiririe.,mundu ungikorwo na undu wa kwongerera haha ndakaigwe e muhingiririe
English,This band is nice for the price. It is a little bulky for my liking but overall it was exactly as I expected it to be.,this band is nice for the price it is a little bulky for my liking but overall it was exactly as i expected it to be
Swahili,Kifurushi cha ustawi cha ushirika cha kasich huvuta pamoja na $ $ 11 .,kifurushi cha ustawi cha ushirika cha kasich huvuta pamoja na 11
English,Somewhat tight (narrow) in the middle (even after undoing as much of the drawstring). Hope it stretches a bit over time so it wouldn't kill my feet. It feels light yet strong.,somewhat tight narrow in the middle even after undoing as much of the drawstring hope it stretches a bit over time so it wouldnt kill my feet it feels light yet strong
Swahili,"Je , unapenda maziwa ya eneo gani ?",je unapenda maziwa ya eneo gani
English,Good quality pillow covers. Looks just like photo. Heavy fabric,good quality pillow covers looks just like photo heavy fabric
Swahili,In any class like that i go to badala ya kuwa na hiyo level unajua,in any class like that i go to badala ya kuwa na hiyo level unajua
Sheng,Msee tuna-chill downtown.,msee tunachill downtown
Kikuyu,Kĩandarũa nĩ ngora ya kũhumbĩra rungu wa nyũmba kanaThingira.,kĩandarũa nĩ ngora ya kũhumbĩra rungu wa nyũmba kanathingira
Kikuyu,City ya Danyang irĩ igũrũ mũno ta 150 m.,city ya danyang irĩ igũrũ mũno ta 150 m
Sheng,Karao ina-lapa kwa keja.,karao inalapa kwa keja
Swahili,"Kama ilivyo kuwa kesi ya zamani , kulikuwa na specimens wawili wa vijana .",kama ilivyo kuwa kesi ya zamani kulikuwa na specimens wawili wa vijana
Sheng,Mbogi wame-kam base.,mbogi wamekam base
Swahili,"( muamala huu anapinga kutoka kwenye muamala wa mwanzo wa mwanzo , ambapo shirika kwani gharama kamili za bidhaa au huduma ni kutoka kwa shirika jingine .",muamala huu anapinga kutoka kwenye muamala wa mwanzo wa mwanzo ambapo shirika kwani gharama kamili za bidhaa au huduma ni kutoka kwa shirika jingine
Sheng,Donda ame-doz tao.,donda amedoz tao
English,"This book is an absolute dream! The pictures are stunning and so beautifully created. I felt so inspired reading not only the recipes but the lovely stories in the pages of this book. It offers so much more than recipes and tips on foraging, it offers excitment, wonder and intrigue to those looking to be inspired by nature. To anyone concerned with the the tips on consuming raw ingredients, I would say do your own research! What works for someone may not work for others. Listen to your body! The author offers what works and is loved by her and her family. I have consumed many raw ingredients from nature and am perfectly fine. This book is a must!",this book is an absolute dream the pictures are stunning and so beautifully created i felt so inspired reading not only the recipes but the lovely stories in the pages of this book it offers so much more than recipes and tips on foraging it offers excitment wonder and intrigue to those looking to be inspired by nature to anyone concerned with the the tips on consuming raw ingredients i would say do your own research what works for someone may not work for others listen to your body the author offers what works and is loved by her and her family i have consumed many raw ingredients from nature and am perfectly fine this book is a must
Sheng,Karao ime-weza mtaa.,karao imeweza mtaa
English,Don't buy it. It broke after 10 rolls. Can't do my project now. Buy a fancier one and save yourself the hassle.,dont buy it it broke after 10 rolls cant do my project now buy a fancier one and save yourself the hassle
English,"Feels good on, appears to work well so far, but SO orange. Not finishing tube and purchasing another brand. Who wants orange suntan lotion? Anyone?",feels good on appears to work well so far but so orange not finishing tube and purchasing another brand who wants orange suntan lotion anyone
Swahili,Hivyo ndivyo watetezi wa masikini jinai kulipwa .,hivyo ndivyo watetezi wa masikini jinai kulipwa
Swahili,"Matrix wa kategoria katika mbinu hii , mpango wa coding ni kabla ya mkusanyiko wa data .",matrix wa kategoria katika mbinu hii mpango wa coding ni kabla ya mkusanyiko wa data
Sheng,Mbogi ame-doz mtaa.,mbogi amedoz mtaa
Sheng,Huyu boy ana-zusha mashinani.,huyu boy anazusha mashinani
English,"I love this set! It was everything I wanted it to be, the perfect size for my bed, and so warm!",i love this set it was everything i wanted it to be the perfect size for my bed and so warm
English,these are lovely but my kids usually make a huge chaotic mess with them and lose interest after a few times playing with it.,these are lovely but my kids usually make a huge chaotic mess with them and lose interest after a few times playing with it
Kikuyu,City ya Chiroqchi irĩ igũrũ mũno ta 513 m.,city ya chiroqchi irĩ igũrũ mũno ta 513 m
Kikuyu,Rĩaambĩrĩirie kũrutwo rũraya nĩmũrigitanina mũrutani wa maũndũ mambũgĩJohn Bowlby (1907-90).,rĩaambĩrĩirie kũrutwo rũraya nĩmũrigitanina mũrutani wa maũndũ mambũgĩjohn bowlby 190790
Swahili,Vita ya pili ya dunia ilikuwa mbaya zaidi kwa poland kuliko nchi nyingine yoyote .,vita ya pili ya dunia ilikuwa mbaya zaidi kwa poland kuliko nchi nyingine yoyote
Swahili,"-- bob livingston , haley barbour , tommy boggs -- ni juu juu zaidi .",bob livingston haley barbour tommy boggs ni juu juu zaidi
Swahili,"Huduma za kisheria za michigan michigan zamani kama misaada yasiyo ya kisheria , ya lalley hivi karibuni na miaka ya 10 michael s. tuzo ya barnes kwa huduma bora kwa jamii ya mapato ya chini .",huduma za kisheria za michigan michigan zamani kama misaada yasiyo ya kisheria ya lalley hivi karibuni na miaka ya 10 michael s tuzo ya barnes kwa huduma bora kwa jamii ya mapato ya chini
Swahili,. fda ni hatua hii kwa sababu ruminants ni protini inayotokana na wanyama ambao hi ana na protini kama hizo zinaweza kusababisha hi katika ruminants .,fda ni hatua hii kwa sababu ruminants ni protini inayotokana na wanyama ambao hi ana na protini kama hizo zinaweza kusababisha hi katika ruminants
Kikuyu,Rũrĩrĩ rwa Gĩkũyũ nirurathimĩirwo gũkorwo na ceceni karundo ikimemerekia na rũthiomi rwao.,rũrĩrĩ rwa gĩkũyũ nirurathimĩirwo gũkorwo na ceceni karundo ikimemerekia na rũthiomi rwao
English,"The product itself is quite tasty, but sadly it was not frozen when it arrived. So plan on drinking all you buy with in 7 days! This was disappointing.",the product itself is quite tasty but sadly it was not frozen when it arrived so plan on drinking all you buy with in 7 days this was disappointing
Kikuyu,ĩũũĩtarĩĩũũ ngumo ya gũcoka na gũkua na gũkua.,ĩũũĩtarĩĩũũ ngumo ya gũcoka na gũkua na gũkua
English,Pretty tree but is about 6 inches shorter than the advertised 6 feet,pretty tree but is about 6 inches shorter than the advertised 6 feet
Sheng,Buda wame-kam kwa keja.,buda wamekam kwa keja
Sheng,Mbogi ame-hepa downtown.,mbogi amehepa downtown
English,"This TV Antenna is fine but froze too often, no signal in must channels",this tv antenna is fine but froze too often no signal in must channels
Swahili,Mjomba wa selana alikuwa mmoja wa marehemu .,mjomba wa selana alikuwa mmoja wa marehemu
